names,År,FV_NetID,Ellev (el/varme),CO2 - El&Varme,Varme_Lev_til_net,Kul,Olie,Gas,Affald (fossil),Halm,Skovflis,Brænde,Træpiller,Træaffald,Affald (bio),"Biobrændsler
(bioolie)",Biogas,Overskudsvarme,Solvarme,El,CO2 - Varme,CO2 - El,andel kraftvarme,andel kedler,andel andet, kraftvarme - andel   Kul, kraftvarme - andel   Olie, kraftvarme - andel   Gas, kraftvarme - andel   Affald (fossil), kraftvarme - andel   Halm, kraftvarme - andel   Skovflis, kraftvarme - andel   Brænde, kraftvarme - andel   Træpiller, kraftvarme - andel   Træaffald, kraftvarme - andel   Affald (bio)," kraftvarme - andel   Biobrændsler
(bioolie)", kraftvarme - andel   Biogas, kedler - andel   Kul, kedler - andel   Olie, kedler - andel   Gas, kedler - andel   Affald (fossil), kedler - andel   Halm, kedler - andel   Skovflis, kedler - andel   Brænde, kedler - andel   Træpiller, kedler - andel   Træaffald, kedler - andel   Affald (bio)," kedler - andel   Biobrændsler
(bioolie)", kedler - andel   Biogas,Andet - andel overskudsvarme,Andet - andel solvarme,Andet - andel varmepumper og elkedler
Bedsted Fjernvarme,2021,258,0.0,2.143774625865535,40293.0,0.0,0.028930831658104388,0.0,0.0,0.0,0.0,0,1.1913359640632368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.143774625865535,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.023708611722899817,0.0,0.0,0.0,0.0,0,0.9762913882771002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bedsted Fjernvarme,2022,258,0.0,0.8394123748906811,37047.600000000006,0.0,0.01132810222524536,0.0,0.0,0.0,0.0,0,1.2479890735162331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8394123748906811,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.008995432162334675,0.0,0.0,0.0,0.0,0,0.9910045678376654,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billund Fjernvarme,2020,119,0.0002592305238757253,2.0120491352015715,333294.08400000003,0.0,0.0,0.035367360435956605,0.0,0.557763950589654,0.3928782606294325,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019485494377992015,1.9794661023146154,0.03258303288695637,0.0004169290925667915,0.9804648197715984,0.019118251135834874,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03556219139394726,0.0,0.5128612455519581,0.4515765630540945,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Billund Fjernvarme,2021,119,0.005386832833474069,3.7189646056935417,370904.4000000001,0.0,0.0,0.0653711479292238,0.0,0.5731517339778119,0.25683140992665493,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14365858156441388,3.0577238900697856,0.6612407156237562,0.008337458385503108,0.8501683991885779,0.14149414242591896,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.05627226230706,0.0,0.626860900538862,0.31686683715407804,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Billund Fjernvarme,2022,119,0.008905394527405954,2.997563110907326,361398.9239999999,0.0,0.0,0.05269050994739543,0.0,0.47403987290233335,0.3162757617950186,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13497549870956455,1.9395812589857078,1.057981851921618,0.013491573096105847,0.8533040458083935,0.1332043810955007,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03221487149668132,0.0,0.6250076609240575,0.3427774675792613,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bjerringbro Fjernvarme,2020,231,0.23244151350267042,56.60961768291158,330214.68000000005,0.0,0.0,0.9950715008421793,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769070593711945,32.98810495768479,23.62151272522679,0.3100964499822068,0.38005130480571,0.30985224521208327,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bjerringbro Fjernvarme,2021,231,0.3554477347785981,55.9403748682254,379459.332,0.0,0.0,0.9833076967520723,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12407290065012815,20.36414726773408,35.57622760049132,0.4699219783584081,0.1060391894644457,0.4240388321771462,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bjerringbro Fjernvarme,2022,231,0.16038660624347903,30.89668812576196,319506.48,0.0,0.0,0.5430952386317799,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1970855802361192,14.298196459001398,16.598491666760562,0.20707861699706379,0.13308462476254004,0.6598367582403962,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Blåhøj,2020,424,1.3535905044510386,0.0,24264.0,0.0,0.0,0.0,0.0,0.0,0.09582096933728983,0,0.0,0.0,0.0,0.0,3.570417284866469,0.0,0.0,0.0,0.0,0.0,0.9142433234421365,0.08575667655786351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.7249134948096886,0,0.0,0.0,0.0,0.0,0.2750865051903114,0.0,0.0,0.0
Blåhøj,2021,424,2.341661824520628,0.0,18586.799999999996,0.0,0.0,0.0,0.0,0.0,0.1350958744915747,0,0.0,0.0,0.0,0.0,6.303806949017583,0.0,0.0,0.0,0.0,0.0,0.9168304983331909,0.08316950166680913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.43062692702980476,0,0.0,0.0,0.0,0.0,0.5693730729701953,0.0,0.0,0.0
Blåhøj,2022,424,0.8431195423065342,0.0,47822.4,0.0,0.0,0.0,0.0,0.0,0.02917043059319482,0,0.0,0.0,0.0,0.0,2.451863561845495,0.0,0.0,0.0,0.0,0.0,0.9795242396868413,0.02047576031315869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.9632352941176471,0,0.0,0.0,0.0,0.0,0.03676470588235293,0.0,0.0,0.0
Blenstrup Fjernvarme,2020,321,0.02182930019620667,5.949166019184651,16513.2,0.0,0.0,0.10457314148681053,0.0,0.8726412809146621,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0527529278395464,3.896413091345105,0.04774362328319162,0.9522563767168084,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.011904761904761904,0.0,0.988095238095238,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blenstrup Fjernvarme,2021,321,0.004057982370225269,1.8108163150506038,18378.0,0.0,0.0,0.03183013385569703,0.0,1.1323539014038524,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.083047786157362,0.727768528893242,0.008227228207639568,0.9917727717923605,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.014023306340114559,0.0,0.9859766936598856,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blenstrup Fjernvarme,2022,321,0.003400020731833731,1.6141969897377424,17364.6,0.0,0.0,0.02837400228050171,0.0,1.1348087488338345,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0046536933761794,0.6095432963615632,0.006945164299782316,0.9930548357002177,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.01315240083507307,0.0,0.9868475991649269,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bogense Fjernvarme,2020,72,0.0,0.0,140583.59999999998,0.0,0.0,0.0,0.0,0.0,0.3972432630833184,0,0.0,0.4214296902341383,0.0,0.0,0.0,0.0,0.0,0.1443496965506645,0.0,0.0,0.0,0.8582622724129985,0.14173772758700154,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4852282727474929,0,0.0,0.5147717272525071,0.0,0.0,0.0,0.0,0.0,1.0
Bogense Fjernvarme,2021,72,0.0,0.9213666835312582,153694.8,0.0,0.0,0.016195582413978876,0.0,0.0,0.3217900280295755,0,0.0,0.41976154040344893,0.0,0.0,0.0,0.0,0.0,0.21319443468484298,0.9213666835312582,0.0,0.0,0.7896142224720679,0.21038577752793208,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.02123935807303254,0.0,0.0,0.4247248981826816,0,0.0,0.5540357437442858,0.0,0.0,0.0,0.0,0.0,1.0
Bogense Fjernvarme,2022,72,0.0,1.423335482358935,141318.0,0.0,0.0,0.02501908037192714,0.0,0.0,0.24119333701297782,0,0.0,0.7002926024993277,0.0,0.0,0.0,0.0,0.0,0.20820277671634185,1.423335482358935,0.0,0.0,0.7947777353203413,0.20522226467965865,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.032693355556267824,0.0,0.0,0.24780818034209248,0,0.0,0.7194984641016396,0.0,0.0,0.0,0.0,0.0,1.0
Borup Fjernvarme,2020,23,0.0,0.0,114044.40000000001,0.0,0.0,0.0,0.0,1.1182267608054406,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Borup Fjernvarme,2021,23,0.0,0.0,122029.2,0.0,0.0,0.0,0.0,1.090923319992264,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Borup Fjernvarme,2022,23,0.0,0.0,111128.4,0.0,0.0,0.0,0.0,1.031585085360718,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bøvlingbjerg Fjernvarme,2020,178,0.0,0.07188107023804816,29581.83,0.0,0.0009700549289885041,0.0,0.0,0.0,0.9896750809534095,0,0.010648428444082059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07188107023804816,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0008731711324147289,0.0,0.0,0.0,0.9896615591395124,0,0.009465269728072942,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bøvlingbjerg Fjernvarme,2021,178,0.0,0.501988582217139,32298.74,0.0,0.006774474793753564,0.0,0.0,0.0,0.9826482395288484,0,0.012646004147530211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.501988582217139,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.00609683226032966,0.0,0.0,0.0,0.9826482395288484,0,0.011254928210821845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bøvlingbjerg Fjernvarme,2022,178,0.0,0.9465740487237447,28781.859999999997,0.0,0.01277427866023947,0.0,0.0,0.0,0.962898158770837,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9465740487237447,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.01147806291879677,0.0,0.0,0.0,0.9885219370812033,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brædstrup Fjernvarme,2020,140,0.19866666975438968,32.439560667967115,139908.924,0.0,0.0,0.5702155153448254,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2153815434961104,0.4130623804954715,10.750464358542278,21.689096309424837,0.215953762924076,0.07214068295808838,0.7119055541178356,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.28583886878982,0.7141611312101799
Brædstrup Fjernvarme,2021,140,0.18477697095435688,29.68762454616182,152697.6,0.0,0.0,0.5218425829875518,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.16694879290833647,0.3345723311957752,9.506338313843834,20.181286232317994,0.2047429428170694,0.058958597706602674,0.7362984594763279,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2214075307377049,0.7785924692622951
Brædstrup Fjernvarme,2022,140,0.12842684733403847,18.040995832263324,139344.696,0.0,0.0,0.31712068610060334,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2215886279589716,0.39873552130035866,4.254175422909531,13.786820409353794,0.13778440880268558,0.002412035310207634,0.8598035558871068,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.24888574103256772,0.7511142589674323
Bramming Fjernvarme,2020,123,0.06647803141094932,25.771241442582816,226468.80000000002,0.0,0.0,0.4530012558021237,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6847300820245437,18.197622281267883,7.573619161314936,0.08490745737959934,0.2873424553160418,0.6277500873043589,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bramming Fjernvarme,2021,123,0.1155529870692769,38.30191025182403,249173.99999999997,0.0,0.0,0.6732626164848661,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4830744780755617,25.24462742628043,13.057282825543597,0.1470045817364493,0.3849955335273607,0.4679998847361899,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bramming Fjernvarme,2022,123,0.17752277534433653,46.286281209466544,216154.80000000002,0.0,0.0,0.8136101460619888,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42366304148693434,26.4380383263661,19.84824288310044,0.2279865860946942,0.36700644133076565,0.4050069725745402,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brande Fjernvarme,2020,161,0.0,17.463621249899003,133671.6,0.0,0.0,0.30697172174194065,0.0,0.0,0.39137213888365213,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9788217828768415,16.484799467022164,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5765802159920281,0.0,0.0,0.4234197840079717,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brande Fjernvarme,2021,161,0.0,14.494877070393375,142581.6,0.0,0.0,0.254787784679089,0.0,0.0,0.6221931862175765,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0970964262990455,11.397780644094329,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.39530976212764934,0.0,0.0,0.6046902378723505,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brande Fjernvarme,2022,161,0.0,10.077778908189236,137199.6,0.0,0.0,0.17714499750728138,0.0,0.0,0.6201984553890828,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.077778908189236,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3591351578284485,0.0,0.0,0.6408648421715515,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bredebro Fjernvarme,2020,98,0.023543193146059675,3.2384061143395275,50154.623999999996,0.0,0.0,0.056923995681833844,0.0,0.0,0.8867098674690493,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7486437570342468,2.4897623573052807,0.025544410882898824,0.9744555891171013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6.032818532818532e-05,0.0,0.0,0.9999396718146717,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bredebro Fjernvarme,2021,98,0.030408006158583526,4.896722444187836,56116.799999999996,0.0,0.0,0.0860735180908391,0.0,0.0,0.7277018646822343,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1590325891711573,1.2760651815499102,3.620657262637926,0.03859846355630504,0.8065704827930797,0.15483105365061522,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0030199783181043827,0.0,0.0,0.9969800216818956,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bredebro Fjernvarme,2022,98,0.02403737603556976,3.7457189377702904,51819.299999999996,0.0,0.0,0.06584142973756883,0.0,0.0,0.5034128210917554,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415582611112076,0.8823606690171423,2.863358268753148,0.0304021089751271,0.5599910984816064,0.4096067925432665,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.00015284443493412402,0.0,0.0,0.9998471555650659,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Broager Fjernvarme,2020,99,0.007416548848577796,9.597416115917024,90138.95999999999,0.0,0.0,0.16870128521562705,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1866518096059684,0.16258896264168124,8.800863868986285,0.7965522469307391,0.008259247721517976,0.15177765530021647,0.8399630969782655,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222142976012172,0.7777857023987828
